연도,선수_ID,선수명,데이터유무
2022,66630,김현준,O
2022,68912,김형준,X
2022,67304,김혜성,O
2022,65653,김호령,O
2022,66113,김호은,O
2022,64407,김호재,O
2022,68269,김호준,X
2022,54460,김호진,X
2022,51344,김휘집,O
2022,67539,나균안,O
2022,62947,나성범,O
2022,51551,나승엽,X
2022,67454,나원탁,O
2022,73209,나주환,X
2022,78629,나지완,O
2022,50720,남지민,O
2022,66052,남태혁,X
2022,66660,남하준,O
2022,69104,남호,X
2022,54640,네일,X
2022,62920,노건우,O
2022,73211,노경은,O
2022,52833,노바,O
2022,63704,노수광,O
2022,69737,노시환,O
2022,69996,노시훈,X
2022,52394,노운현,O
2022,62931,노진혁,O
2022,64704,노태형,X
2022,52637,놀린,O
2022,51636,다카하시,X
2022,54804,더거,X
2022,52950,더모디,O
2022,50040,데스파이네,O
2022,54944,데이비슨,X
2022,55536,데이비슨,X
2022,53327,도슨,X
2022,66965,도태훈,O
2022,54400,디아즈,X
2022,53233,딜런,X
2022,52025,라모스,O
2022,52707,라미레즈,O
2022,54666,라우어,X
2022,69439,라이블리,X
2022,55903,라일리,X
2022,54443,레예스,X
2022,54529,레이예스,X
2022,52547,렉스,O
2022,55912,로건,X
2022,52645,로니,O
2022,55322,로젠버그,X
2022,51234,로켓,X
2022,67025,로하스,X
2022,52112,루이즈,O
2022,69940,루친스키,O
2022,53404,류승민,X
2022,66615,류승현,O
2022,63103,류원석,X
2022,62234,류지혁,O
2022,65949,류진욱,O
2022,53036,류현인,X
2022,54219,류현준,X
2022,76715,류현진,X
2022,50868,류효승,X
2022,64029,류희운,O
2022,51834,르위키,X
2022,55703,리베라토,X
2022,50506,마차도,X
2022,52904,마티니,O
2022,53955,마틴,X
2022,55844,맥브룸,X
2022,53833,맥카티,X
2022,54424,맥키넌,X
2022,53322,맥키니,X
2022,53645,메디나,X
2022,55342,메르세데스,X
2022,51619,멩덴,X
2022,52808,모리만도,O
2022,78813,모창민,X
2022,53973,목지훈,X
2022,51439,몽고메리,X
2022,65643,문경찬,O
2022,64554,문동욱,X
2022,52701,문동주,O
2022,69102,문보경,O
2022,67063,문상인,O
2022,50007,문상준,O
2022,64007,문상철,O
2022,68119,문성주,O
2022,60336,문성현,O
2022,62869,문승원,O
2022,67419,문용익,O
2022,67259,문원,X
2022,52121,문정빈,X
2022,50365,문찬종,X
2022,53764,문현빈,X
2022,51257,미란다,O
2022,76249,민병헌,X
2022,54720,바리아,X
2022,51645,박건우,X
2022,55046,박건우,X
2022,55509,박건우,X
2022,79215,박건우,O
2022,73113,박경수,O
2022,64468,박계범,O
2022,55164,박관우,X
2022,50397,박관진,X
2022,53469,박권후,X
2022,54802,박기호,X
2022,64944,박대온,O
2022,52994,박동수,O
2022,79365,박동원,O
2022,50563,박로건,X
2022,53139,박명근,X
2022,50657,박민,O
2022,69056,박민석,X
2022,62907,박민우,O
2022,53204,박민준,X
2022,64893,박민호,O
2022,54304,박범준,X
2022,75125,박병호,O
2022,66707,박상언,O
2022,67703,박상원,O
2022,74465,박석민,O
2022,66556,박선우,X
2022,53305,박성빈,X
2022,54807,박성빈,X
2022,68703,박성웅,X
2022,51298,박성재,X
2022,67893,박성한,O
2022,64021,박세웅,O
2022,65844,박세웅,O
2022,66047,박세진,X
2022,62244,박세혁,O
2022,55568,박세현,X
2022,63292,박소준,X
2022,52305,박수종,X
2022,69418,박승규,O
2022,62802,박승욱,O
2022,66305,박승주,O
2022,60559,박시영,O
2022,50996,박시원,X
2022,55121,박시원,X
2022,50812,박시후,O
2022,68249,박신지,O
2022,50906,박영빈,X
2022,69507,박영완,X
2022,52060,박영현,O
2022,50205,박웅,O
2022,67202,박유연,O
2022,53301,박윤성,X
2022,69762,박윤철,O
2022,55563,박재엽,X
2022,64100,박재욱,O
2022,55636,박재현,X
2022,65639,박정수,O
2022,67609,박정우,O
2022,62353,박정음,X
2022,61396,박정준,O
2022,50709,박정현,O
2022,55394,박정훈,X
2022,60841,박종훈,O
2022,69328,박주성,O
2022,69900,박주찬,X
2022,50411,박주혁,O
2022,68097,박주현,X
2022,50357,박주홍,O
2022,55252,박준순,X
2022,52731,박준영,O
2022,66928,박준영,O
2022,54503,박준우,X
2022,64657,박준태,O
2022,63638,박준표,O
2022,69363,박준형,X
2022,54213,박지호,X
2022,54805,박지환,X
2022,50204,박지훈,X
2022,69594,박진,X
2022,53411,박진우,X
2022,63991,박진우,X
2022,63512,박진형,X
2022,52348,박찬혁,O
2022,55530,박찬형,X
2022,64646,박찬호,O
2022,67266,박치국,O
2022,53992,박한결,X
2022,62415,박해민,O
2022,55637,박헌,X
2022,51803,박형준,X
2022,52528,반즈,O
2022,54243,발라조빅,X
2022,51761,배동현,X
2022,69974,배민서,X
2022,64501,배성근,O
2022,53587,배영빈,X
2022,63145,배재준,O
2022,64995,배재환,X
2022,64166,배정대,O
2022,65516,배제성,O
2022,55455,배찬승,X
2022,63559,백동훈,X
2022,54507,백두산,X
2022,69839,백승건,X
2022,64410,백승민,X
2022,53298,백승우,X
2022,65109,백승현,O
2022,78643,백용환,O
2022,77446,백정현,O
2022,52043,벤자민,O
2022,55526,벨라스케즈,X
2022,68305,변상권,X
2022,62263,변시원,X
2022,69727,변우혁,O
2022,50404,뷰캐넌,O
2022,52257,브랜든,O
2022,50636,브룩스,X
2022,67313,브리검,X
2022,53665,산체스,X
2022,53714,산체스,X
2022,78168,서건창,O
2022,64759,서균,X
2022,64896,서동민,O
2022,53569,서동욱,X
2022,69803,서상준,X
2022,66203,서예일,O
2022,53309,서유신,X
2022,66068,서의태,X
2022,61895,서진용,O
2022,69995,서호철,O
2022,53560,석상호,X
2022,52804,석정우,O
2022,68159,성동현,X
2022,54610,성영탁,X
2022,50109,성재헌,X
2022,67962,소이현,X
2022,52630,소크라테스,O
2022,50030,소형준,O
2022,69041,손동현,X
2022,53057,손민석,X
2022,51528,손성빈,X
2022,77532,손아섭,O
2022,54156,손용준,X
2022,63914,손정욱,X
2022,67143,손주영,O
2022,54904,손주환,X
2022,54363,손현기,X
2022,50150,손호영,O
2022,55300,손힘찬,X
2022,53105,송대현,X
2022,69962,송명기,O
2022,64012,송민섭,O
2022,65357,송성문,O
2022,51111,송승기,O
2022,69203,송승환,O
2022,53898,송영진,X
2022,61156,송윤준,O
2022,73801,송은범,O
2022,53303,송재선,X
2022,51594,송재영,X
2022,52391,송정인,O
2022,64469,송준석,O
2022,54394,송지후,X
2022,68110,송찬의,O
2022,51767,송호정,X
2022,67606,송후섭,O
2022,51136,수아레즈,X
2022,52457,수아레즈,O
2022,53040,슐서,X
2022,51334,스미스,X
2022,53734,스미스,X
2022,54615,스타우트,X
2022,52234,스탁,O
2022,55326,스톤,X
2022,50558,스트레일리,O
2022,55013,스티븐슨,X
2022,52557,스파크맨,O
2022,54843,시라카와,X
2022,65207,신민재,O
2022,68902,신민혁,O
2022,66662,신범수,O
2022,62556,신본기,O
2022,64086,신성현,O
2022,53919,신영우,X
2022,53991,신용석,X
2022,69508,신윤후,O
2022,62937,신재영,O
2022,75138,신재웅,X
2022,60140,신정락,O
2022,50312,신준우,O
2022,55860,신지환,X
2022,50758,신지후,X
2022,52873,신헌민,O
2022,64006,심우준,O
2022,64017,심재민,O
2022,55438,심재훈,X
2022,61411,심창민,O
2022,54306,심휘윤,X
2022,50202,안권수,O
2022,66864,안상현,O
2022,64011,안승한,O
2022,73738,안영명,O
2022,68341,안우진,O
2022,65115,안익훈,O
2022,50901,안인산,X
2022,51203,안재석,O
2022,66406,안주형,O
2022,64022,안중열,O
2022,67006,안치영,X
2022,79608,안치홍,O
2022,52001,안현민,X
2022,54664,알드레드,X
2022,69045,알칸타라,X
2022,50923,알테어,X
2022,52009,알포드,O
2022,52308,애플러,O
2022,53664,앤더슨,X
2022,54833,앤더슨,X
2022,54408,양도근,X
2022,64153,양석환,O
2022,50813,양선률,X
2022,68002,양승혁,O
2022,69403,양우현,X
2022,76232,양의지,O
2022,55215,양재훈,X
2022,67365,양지율,X
2022,50293,양찬열,O
2022,68415,양창섭,O
2022,61268,양현,O
2022,55370,양현종,X
2022,77637,양현종,O
2022,55392,어준서,X
2022,65056,엄상백,O
2022,53827,에레디아,X
2022,54119,에르난데스,X
2022,54134,엔스,X
2022,53825,엘리아스,X
2022,54205,여동건,X
2022,55393,여동욱,X
2022,55339,염승원,X
2022,68330,예진원,O
2022,53712,오그레디,X
2022,50208,오명진,X
2022,53300,오상원,X
2022,55005,오서진,X
2022,67116,오석주,O
2022,69636,오선우,X
2022,78756,오선진,O
2022,53123,오스틴,X
2022,75421,오승환,O
2022,68904,오영수,O
2022,50859,오원석,O
2022,64504,오윤석,O
2022,51991,오장한,X
2022,77248,오재원,O
2022,75334,오재일,O
2022,68614,오정환,X
2022,74359,오주원,X
2022,61743,오준혁,O
2022,79109,오지환,O
2022,60558,오태곤,O
2022,51996,오태양,O
2022,79293,오현택,X
2022,55633,올러,X
2022,53927,와이드너,X
2022,54755,와이스,X
2022,69343,요키시,O
2022,51526,우강훈,X
2022,73117,우규민,O
2022,54063,원상현,X
2022,54307,원성준,X
2022,54702,원종혁,X
2022,76118,원종현,O
2022,69446,원태인,O
2022,67760,원혁재,O
2022,55348,웰스,X
2022,55645,위즈덤,X
2022,53716,윌리엄스,X
2022,53546,윌커슨,X
2022,61102,유강남,O
2022,69766,유로결,O
2022,62265,유민상,X
2022,52705,유상빈,O
2022,64890,유서준,X
2022,67640,유승철,O
2022,50106,유영찬,X
2022,76757,유원상,X
2022,66160,유재유,X
2022,51013,유준규,O
2022,50604,유지성,X
2022,74339,유한준,X
2022,79229,유희관,X
2022,54404,육선엽,X
2022,54064,육청명,X
2022,63464,윤대경,O
2022,52667,윤도현,X
2022,52591,윤동희,O
2022,62242,윤명준,O
2022,69213,윤산흠,O
2022,52395,윤석원,X
2022,67588,윤성빈,X
2022,53505,윤수녕,X
2022,53613,윤영철,X
2022,68463,윤정빈,O
2022,69399,윤정현,O
2022,50092,윤준혁,X
2022,53296,윤준호,X
2022,68619,윤중현,O
2022,52867,윤태현,O
2022,52202,윤태호,X
2022,55396,윤현,X
2022,63905,윤형준,O
2022,63961,윤호솔,O
2022,50036,이강준,O
2022,64861,이건욱,O
2022,69205,이교훈,X
2022,52868,이기순,X
2022,67008,이대은,X
2022,71564,이대호,O
2022,65703,이도윤,O
2022,53615,이도현,X
2022,53892,이로운,X
2022,69366,이명기,O
2022,76849,이명기,O
2022,52397,이명종,O
2022,52530,이민석,O
2022,65616,이민우,O
2022,55710,이민재,X
2022,53795,이민준,X
2022,50126,이민호,O
2022,51110,이믿음,X
2022,67363,이병규,O
2022,76100,이병규,X
2022,52204,이병헌,O
2022,69428,이병헌,O
2022,75342,이보근,X
2022,65117,이상규,X
2022,69054,이상동,X
2022,63960,이상민,O
2022,69168,이상영,X
2022,52063,이상우,O
2022,52704,이상혁,X
2022,60566,이상호,O
2022,54595,이선우,X
2022,55224,이선우,X
2022,69068,이선우,X
2022,64266,이성곤,O
2022,66409,이성규,O
2022,73136,이성열,X
2022,71184,이성우,X
2022,55632,이성원,X
2022,64464,이수민,O
2022,68797,이승관,O
2022,50464,이승민,O
2022,54806,이승민,X
2022,53302,이승원,X
2022,51668,이승재,O
2022,64805,이승진,O
2022,68529,이승헌,O
2022,68910,이승헌,X
2022,51454,이승현,O
2022,55712,이승현,X
2022,60146,이승현,O
2022,67603,이승호,O
2022,66702,이시원,O
2022,51100,이영빈,O
2022,55503,이영재,X
2022,64051,이영준,O
2022,66291,이영하,O
2022,74163,이용규,O
2022,51948,이용준,O
2022,77211,이용찬,O
2022,65964,이우석,O
2022,63260,이우성,O
2022,61145,이우찬,O
2022,68700,이원석,O
2022,75566,이원석,O
2022,52295,이원재,X
2022,62025,이원재,X
2022,67207,이유찬,O
2022,55832,이율예,X
2022,51648,이의리,O
2022,64565,이인복,O
2022,50608,이인한,X
2022,52715,이재민,O
2022,54305,이재상,X
2022,67993,이재용,O
2022,68106,이재원,O
2022,76812,이재원,O
2022,66968,이재율,X
2022,63492,이재익,O
2022,60263,이재학,O
2022,52415,이재현,O
2022,51307,이재홍,O
2022,51460,이재희,X
2022,67807,이정범,O
2022,69134,이정용,O
2022,67048,이정현,O
2022,67341,이정후,O
2022,67644,이정훈,O
2022,50354,이종민,X
2022,50904,이종준,X
2022,51560,이주찬,X
2022,52154,이주헌,X
2022,50167,이주형,X
2022,51302,이주형,O
2022,65665,이준영,O
2022,55301,이준우,X
2022,52992,이준혁,X
2022,53996,이준호,X
2022,69108,이지강,O
2022,79456,이지영,O
2022,66657,이진영,O
2022,53562,이진하,X
2022,67164,이찬혁,X
2022,51407,이창용,X
2022,65057,이창재,O
2022,64560,이창진,O
2022,68896,이채호,O
2022,61186,이천웅,O
2022,63749,이충호,O
2022,55511,이태경,X
2022,60768,이태양,O
2022,53594,이태연,X
2022,68466,이태훈,O
2022,69453,이학주,O
2022,69416,이해승,O
2022,60343,이해창,O
2022,65869,이현석,O
2022,76329,이현승,O
2022,62951,이형범,O
2022,78135,이형종,O
2022,55663,이호민,X
2022,53455,이호성,X
2022,68504,이호연,O
2022,54598,이호준,X
2022,63634,이홍구,X
2022,63440,이흥련,O
2022,65398,임규빈,X
2022,52807,임근우,X
2022,62754,임기영,O
2022,66493,임대한,O
2022,64346,임병욱,X
2022,54900,임상현,X
2022,66833,임석진,O
2022,63959,임정호,O
2022,54236,임종성,X
2022,50704,임종찬,O
2022,62611,임준섭,O
2022,69113,임준형,O
2022,52902,임지민,X
2022,64340,임지열,O
2022,55382,임진묵,X
2022,61101,임찬규,O
2022,78352,임창민,O
2022,50244,장규빈,X
2022,51762,장규현,X
2022,68507,장두성,O
2022,51665,장민기,X
2022,79764,장민재,O
2022,78548,장성우,O
2022,53596,장세진,X
2022,63202,장승현,O
2022,77318,장시환,O
2022,63700,장운호,O
2022,50706,장웅정,X
2022,74513,장원준,O
2022,51359,장재영,X
2022,50641,장재혁,O
2022,64115,장준원,O
2022,69645,장지수,O
2022,51706,장지승,X
2022,51895,장지훈,O
2022,66706,장진혁,O
2022,77927,장필준,O
2022,63950,장현식,O
2022,55239,잭로그,X
2022,68869,전경원,O
2022,54214,전다민,X
2022,69204,전루건,O
2022,78361,전민수,O
2022,68205,전민재,O
2022,65586,전병우,O
2022,69969,전사민,O
2022,66609,전상현,O
2022,52809,전영준,O
2022,69047,전용주,X
2022,75340,전유수,O
2022,50820,전의산,O
2022,78513,전준우,O
2022,54362,전준표,X
2022,67123,전준호,X
2022,51009,전진영,O
2022,55397,전태현,X
2022,50995,정구범,O
2022,53568,정대선,X
2022,66858,정동윤,X
2022,51764,정민규,O
2022,54467,정민성,X
2022,76720,정범모,O
2022,68518,정보근,O
2022,71842,정상호,X
2022,65058,정성곤,O
2022,68556,정성종,O
2022,55377,정세영,X
2022,66960,정수민,X
2022,79231,정수빈,O
2022,62056,정영일,X
2022,74857,정우람,X
2022,69159,정우영,O
2022,55743,정우주,X
2022,51546,정우준,X
2022,68743,정은원,O
2022,75151,정의윤,X
2022,79440,정인욱,X
2022,79150,정주현,X
2022,53058,정준영,X
2022,54812,정준재,X
2022,54149,정지헌,X
2022,61869,정진기,O
2022,61208,정진호,X
2022,78148,정찬헌,X
2022,68242,정철원,O
2022,50662,정해영,O
2022,53659,정해원,X
2022,63450,정현,X
2022,54537,정현수,X
2022,54815,정현승,X
2022,55313,정현우,X
2022,55926,정현창,X
2022,60523,정훈,O
2022,54295,제러드,X
2022,50211,제환유,X
2022,68089,조대현,O
2022,54768,조동욱,X
2022,65067,조무근,X
2022,52903,조민석,O
2022,52405,조민성,O
2022,51897,조병현,X
2022,63342,조상우,X
2022,68848,조성훈,X
2022,52516,조세진,O
2022,66209,조수행,O
2022,69360,조영건,X
2022,51809,조요한,O
2022,64868,조용호,O
2022,52149,조원태,O
2022,64768,조이현,X
2022,50296,조제영,X
2022,69705,조한민,X
2022,64047,조현우,O
2022,51701,조현진,X
2022,51865,조형우,O
2022,65060,주권,O
2022,69332,주성원,X
2022,52330,주승우,O
2022,65707,주현상,O
2022,66354,주효상,X
2022,51060,지명성,O
2022,73306,지석훈,X
2022,64717,지시완,O
2022,79545,진명호,O
2022,52558,진승현,O
2022,54148,진우영,X
2022,76650,진해수,O
2022,64615,차명진,X
2022,55435,차승준,X
2022,76455,차우찬,X
2022,65241,채원후,O
2022,79192,채은성,O
2022,69804,채현우,X
2022,50054,천성호,X
2022,67905,천재환,O
2022,52208,천현재,X
2022,69802,최경모,O
2022,62966,최금강,X
2022,79140,최동환,O
2022,54112,최명경,X
2022,55268,최민석,X
2022,63895,최민재,X
2022,68856,최민준,O
2022,65157,최민창,O
2022,68909,최보성,X
2022,68805,최상민,O
2022,64718,최설우,O
2022,51007,최성민,X
2022,66920,최성영,X
2022,62146,최성훈,O
2022,50298,최세창,X
2022,65905,최승민,O
2022,51264,최승용,O
2022,61197,최영진,O
2022,64213,최용제,O
2022,50650,최용준,X
2022,54903,최우석,X
2022,66963,최우재,X
2022,52103,최원영,X
2022,66606,최원준,X
2022,67263,최원준,O
2022,65320,최원태,O
2022,68036,최이준,O
2022,50707,최인호,X
2022,78288,최재훈,O
2022,75847,최정,O
2022,62893,최정민,X
2022,65464,최정용,O
2022,69992,최정원,X
2022,51574,최종은,X
2022,50206,최종인,X
2022,76267,최주환,O
2022,50556,최준용,O
2022,68868,최준우,O
2022,53259,최준호,X
2022,52206,최지강,O
2022,67421,최지광,X
2022,52639,최지민,O
2022,50854,최지훈,O
2022,68419,최채흥,X
2022,66451,최충연,O
2022,68501,최하늘,O
2022,62884,최항,O
2022,54803,최현석,X
2022,72443,최형우,O
2022,51817,추신수,O
2022,68362,추재현,O
2022,55146,치리노스,X
2022,54444,카디네스,X
2022,54920,카스타노,X
2022,51722,카펜터,O
2022,55208,케이브,X
2022,69103,켈리,O
2022,54452,코너,X
2022,55138,코엔 윈,X
2022,55257,콜어빈,X
2022,69032,쿠에바스,O
2022,51309,크레익,X
2022,54612,크로우,X
2022,52827,크론,O
2022,50815,킹험,O
2022,53909,태너,X
2022,69652,터커,X
2022,52712,터크먼,O
2022,55130,톨허스트,X
2022,52606,파노니,O
2022,51967,파슨스,O
2022,55032,패트릭,X
2022,52720,페냐,O
2022,53913,페디,X
2022,54730,페라자,X
2022,51714,페레즈,X
2022,69209,페르난데스,O
2022,55730,폰세,X
2022,51863,폰트,O
2022,52366,푸이그,O
2022,51567,프랑코,X
2022,51324,프레이타스,X
2022,52145,플럿코,O
2022,55734,플로리얼,X
2022,51463,피렐라,O
2022,52526,피터스,O
2022,64350,하영민,O
2022,69813,하재훈,O
2022,62700,하주석,O
2022,69991,하준수,O
2022,68639,하준영,O
2022,78517,하준호,O
2022,54930,하트,X
2022,52710,한경빈,X
2022,68525,한동희,O
2022,68092,한두솔,O
2022,64101,한석현,O
2022,50726,한승주,O
2022,63722,한승택,O
2022,61666,한승혁,O
2022,66557,한승혁,X
2022,55506,한승현,X
2022,62895,한유섬,O
2022,51994,한재승,O
2022,50903,한재환,X
2022,68646,한준수,X
2022,51058,한차현,X
2022,52568,한태양,O
2022,62363,한현희,O
2022,63248,함덕주,O
2022,55440,함수호,X
2022,50108,함창건,X
2022,79240,허경민,O
2022,69706,허관회,O
2022,77243,허도환,O
2022,50449,허윤동,O
2022,52764,허인서,O
2022,65399,허정협,X
2022,52119,허준혁,O
2022,54354,헤이수스,X
2022,68260,현도훈,X
2022,50840,현원회,X
2022,68730,호잉,X
2022,61643,홍건희,O
2022,55897,홍대인,X
2022,55267,홍민규,X
2022,50596,홍민기,X
2022,78247,홍상삼,O
2022,62655,홍성민,X
2022,66233,홍성호,O
2022,69643,홍원빈,X
2022,50430,홍원표,X
2022,65496,홍정우,O
2022,50600,홍종표,X
2022,66108,홍창기,O
2022,67005,홍현빈,O
2022,55855,화이트,X
2022,66207,황경태,X
2022,65610,황대인,O
2022,50441,황동재,O
2022,52641,황동하,X
2022,50500,황성빈,O
2022,64760,황영국,X
2022,54795,황영묵,X
2022,62908,황윤호,X
2022,76313,황재균,O
2022,54729,황준서,X
2022,53375,후라도,X
