player_id,선수명,팀명,G,SBA,SB,CS,SB%,OOB,PKO
66710,강상원,한화,35,3,3,0,100,1,1
50705,강재민,한화,2,0,0,0,-,0,0
69702,김건,한화,5,0,0,0,-,0,0
67711,김기탁,한화,1,0,0,0,-,0,0
61554,김민하,한화,46,9,6,3,66.7,3,1
63765,김종수,한화,1,0,0,0,-,0,0
65503,김지수,한화,11,0,0,0,-,0,0
71752,김태균,한화,1,0,0,0,-,0,0
66704,김태연,한화,53,8,5,3,62.5,2,1
63704,노수광,한화,52,14,13,1,92.9,5,1
69737,노시환,한화,107,7,5,2,71.4,4,2
64704,노태형,한화,18,0,0,0,-,0,0
66707,박상언,한화,1,0,0,0,-,0,0
50709,박정현,한화,33,1,1,0,100,1,0
78643,백용환,한화,39,0,0,0,-,1,0
61156,송윤준,한화,1,0,0,0,-,0,0
51767,송호정,한화,10,0,0,0,-,0,1
60140,신정락,한화,1,0,0,0,-,0,0
69766,유로결,한화,34,3,2,1,66.7,1,0
63464,윤대경,한화,1,0,0,0,-,0,0
63961,윤호솔,한화,1,0,0,0,-,0,0
65703,이도윤,한화,56,3,1,2,33.3,0,0
64266,이성곤,한화,62,3,0,3,0.0,0,0
73136,이성열,한화,46,1,1,0,100,3,0
66702,이시원,한화,33,4,2,2,50.0,1,0
68700,이원석,한화,43,6,4,2,66.7,2,0
60343,이해창,한화,20,1,0,1,0.0,0,0
50704,임종찬,한화,42,1,0,1,0.0,1,0
62611,임준섭,한화,1,0,0,0,-,0,0
51762,장규현,한화,7,0,0,0,-,0,0
79764,장민재,한화,1,0,0,0,-,0,0
63700,장운호,한화,103,9,3,6,33.3,4,2
51706,장지승,한화,24,2,2,0,100,1,0
51764,정민규,한화,6,0,0,0,-,0,0
74857,정우람,한화,4,0,0,0,-,0,0
68743,정은원,한화,139,30,19,11,63.3,6,1
61208,정진호,한화,47,5,4,1,80.0,2,0
69705,조한민,한화,52,5,3,2,60.0,1,1
50707,최인호,한화,49,3,2,1,66.7,1,0
78288,최재훈,한화,116,5,3,2,60.0,7,0
51714,페레즈,한화,59,9,4,5,44.4,2,0
62700,하주석,한화,138,29,23,6,79.3,6,2
69706,허관회,한화,28,0,0,0,-,1,1
51725,힐리,한화,67,3,2,1,66.7,2,0
