player_id,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF
66710,강상원,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
52769,권광민,한화,0.225,32,87,71,6,16,3,1,0,21,8,0,2
65764,김민우,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
65769,김범수,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
66715,김인환,한화,0.261,113,429,398,48,104,14,0,16,166,54,0,4
66704,김태연,한화,0.240,119,464,404,46,97,18,0,7,136,53,3,4
63704,노수광,한화,0.229,117,361,315,33,72,18,6,4,114,30,10,3
69737,노시환,한화,0.281,115,490,434,55,122,24,1,6,166,59,0,4
64029,류희운,한화,-,2,0,0,0,0,0,0,0,0,0,0,0
66707,박상언,한화,0.224,56,151,134,16,30,5,1,4,49,17,5,1
50709,박정현,한화,0.244,81,220,205,23,50,4,1,3,65,19,2,0
78643,백용환,한화,0.200,4,5,5,1,1,1,0,0,2,0,0,0
69727,변우혁,한화,0.262,21,61,61,5,16,3,0,3,28,8,0,0
60140,신정락,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
67760,원혁재,한화,0.095,11,23,21,2,2,1,0,0,3,0,0,0
69766,유로결,한화,0.133,30,68,60,5,8,0,0,0,8,4,3,0
52705,유상빈,한화,0.326,17,49,46,3,15,5,0,0,20,4,2,1
63961,윤호솔,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
65703,이도윤,한화,0.159,80,126,113,9,18,7,0,1,28,8,4,1
64266,이성곤,한화,0.192,41,117,99,6,19,5,0,0,24,5,0,1
68700,이원석,한화,0.114,20,39,35,4,4,0,0,1,7,1,1,0
66657,이진영,한화,0.200,70,240,220,27,44,12,1,8,82,31,0,3
60343,이해창,한화,0.000,4,11,10,0,0,0,0,0,0,0,1,0
50704,임종찬,한화,0.189,20,57,53,2,10,1,0,2,17,6,0,1
77318,장시환,한화,-,3,0,0,0,0,0,0,0,0,0,0,0
63700,장운호,한화,0.238,57,146,122,12,29,3,0,1,35,15,2,2
66706,장진혁,한화,0.233,41,132,116,11,27,2,0,2,35,17,1,3
51764,정민규,한화,0.130,9,24,23,3,3,0,0,0,3,0,0,0
68743,정은원,한화,0.274,140,601,508,67,139,20,2,8,187,49,4,3
65707,주현상,한화,-,2,0,0,0,0,0,0,0,0,0,0,0
78288,최재훈,한화,0.223,114,437,364,38,81,14,0,5,110,30,5,2
52712,터크먼,한화,0.289,144,648,575,88,166,37,4,12,247,43,0,2
62700,하주석,한화,0.258,125,483,445,50,115,18,2,5,152,58,1,3
69706,허관회,한화,0.217,15,25,23,3,5,2,0,0,7,1,1,0
52764,허인서,한화,0.167,8,19,18,1,3,0,0,0,3,0,0,0
